Serial No.,ScreenTimeHrs,Normalized_Screen_Time_hrs,ZoomMeetings,Normalized_ZoomMeetings_Hrs,StressLevel,Normalized_StressLevels,SleepHours,Normalized_SleepHours,BreaksTaken,Normalized_BreakTaken,ExerciseTime_Mins,Normalized_Exercise_Time,Self_Reported_Stress,Self_Reported_Productivity,Stress_Score,Normalized_StressScore,Burnout_Score,Productivity_Score,Mood,Work_Life_Balance (Out of 100)
451,7.9,0.4306569343,0,0,6,0.5555555556,4.3,0.1857142857,4,0.6666666667,0.37,0.1745283019,6,5,79.45607518,39.61761767,36.77742145,63.22257855,Good,63
452,9.9,0.5766423358,4,0.4444444444,4,0.3333333333,6.7,0.5285714286,2,0.3333333333,0.42,0.1981132075,6,6,82.96762132,57.04931501,45.89024425,54.10975575,Neutral,54
453,6,0.2919708029,5,0.5555555556,5,0.4444444444,8.2,0.7428571429,2,0.3333333333,0.28,0.1320754717,6,5,79.55966011,40.13182453,34.81324668,65.18675332,Good,65
454,9,0.5109489051,3,0.3333333333,5,0.4444444444,7.3,0.6142857143,6,1,0.9,0.4245283019,2,10,77.1637568,28.23829962,23.73779684,76.26220316,Good,76
455,6.9,0.3576642336,1,0.1111111111,9,0.8888888889,7.5,0.6428571429,1,0.1666666667,0.35,0.1650943396,2,7,77.99563006,32.36780906,53.31669738,46.68330262,Neutral,47
456,6.4,0.3211678832,3,0.3333333333,1,0,8.9,0.8428571429,3,0.5,0.38,0.179245283,6,7,76.41850722,24.53879961,0,100,Very Good,100
457,7.8,0.4233576642,0,0,2,0.1111111111,6.4,0.4857142857,6,1,0.99,0.4669811321,10,1,74.47993783,14.91553007,0,100,Very Good,100
458,5.9,0.2846715328,6,0.6666666667,6,0.5555555556,5.5,0.3571428571,3,0.5,0.14,0.06603773585,5,2,83.05875486,57.50171183,55.04525154,44.95474846,Neutral,45
459,6.9,0.3576642336,1,0.1111111111,5,0.4444444444,8.3,0.7571428571,2,0.3333333333,0.27,0.1273584906,7,7,76.56562107,25.26908877,20.64284293,79.35715707,Good,79
460,5.6,0.2627737226,1,0.1111111111,7,0.6666666667,8.3,0.7571428571,4,0.6666666667,0.42,0.1981132075,7,8,74.00036376,12.53487219,20.2009846,79.7990154,Good,80
461,11.9,0.7226277372,8,0.8888888889,3,0.2222222222,7.3,0.6142857143,2,0.3333333333,0.26,0.1226415094,5,4,87.5992034,80.0409927,64.69848484,35.30151516,Bad,35
462,8.1,0.4452554745,4,0.4444444444,3,0.2222222222,6.3,0.4714285714,4,0.6666666667,0.02,0.009433962264,8,6,81.53227921,49.92412052,30.16156986,69.83843014,Good,70
463,6.6,0.3357664234,1,0.1111111111,10,1,6.5,0.5,6,1,0.41,0.1933962264,10,10,75.47296822,19.84504104,45.72250532,54.27749468,Neutral,54
464,8.4,0.4671532847,8,0.8888888889,2,0.1111111111,4.6,0.2285714286,4,0.6666666667,0.75,0.3537735849,6,3,85.87231152,71.46851342,42.98547141,57.01452859,Neutral,57
465,7.8,0.4233576642,8,0.8888888889,3,0.2222222222,8.2,0.7428571429,2,0.3333333333,0.5,0.2358490566,5,7,83.12510105,57.83106154,40.62098666,59.37901334,Neutral,59
466,7.6,0.4087591241,0,0,10,1,8.1,0.7285714286,0,0,0.65,0.3066037736,4,3,77.03260472,27.58724643,56.53632912,43.46367088,Neutral,43
467,9.2,0.5255474453,2,0.2222222222,1,0,4.5,0.2142857143,3,0.5,1.41,0.6650943396,7,7,80.65858916,45.58702796,10.69127738,89.30872262,Very Good,89
468,9.5,0.5474452555,3,0.3333333333,5,0.4444444444,7.8,0.6857142857,5,0.8333333333,0.33,0.1556603774,4,8,78.69943009,35.86154906,32.49541254,67.50458746,Good,68
469,6.9,0.3576642336,6,0.6666666667,5,0.4444444444,7.1,0.5857142857,4,0.6666666667,0.64,0.3018867925,5,3,80.35004755,44.05539381,37.85068959,62.14931041,Good,62
470,6.8,0.3503649635,9,1,7,0.6666666667,5,0.2857142857,4,0.6666666667,0.25,0.1179245283,5,2,86.07957057,72.49736989,76.75864534,23.24135466,Bad,23
471,7.4,0.3941605839,3,0.3333333333,4,0.3333333333,4.7,0.2428571429,0,0,0.08,0.03773584906,1,6,84.51447197,64.72805003,48.9425371,51.0574629,Neutral,51
472,3.4,0.102189781,1,0.1111111111,3,0.2222222222,7.1,0.5857142857,6,1,0.21,0.09905660377,1,4,72.828846,6.71933047,0,100,Very Good,100
473,5,0.2189781022,6,0.6666666667,1,0,5.9,0.4142857143,6,1,0.26,0.1226415094,3,8,79.7182626,40.91914457,4.923951181,95.07604882,Very Good,95
474,10.7,0.6350364964,5,0.5555555556,8,0.7777777778,9.2,0.8857142857,6,1,0.68,0.320754717,3,2,78.42607625,34.50459085,54.00455576,45.99544424,Neutral,46
475,11.3,0.6788321168,2,0.2222222222,3,0.2222222222,7.9,0.7,5,0.8333333333,1.67,0.7877358491,2,4,76.48182222,24.85310213,9.530765582,90.46923442,Very Good,90
476,7.5,0.401459854,5,0.5555555556,2,0.1111111111,7.2,0.6,1,0.1666666667,0.14,0.06603773585,2,2,82.72822537,55.86092747,30.32239208,69.67760792,Good,70
477,9.2,0.5255474453,5,0.5555555556,4,0.3333333333,7.3,0.6142857143,0,0,0.29,0.1367924528,6,2,84.23846337,63.35791331,52.59064845,47.40935155,Neutral,47
478,8.6,0.4817518248,4,0.4444444444,3,0.2222222222,8.5,0.7857142857,5,0.8333333333,0.47,0.2216981132,1,2,77.86723373,31.73043572,15.3441631,84.6558369,Very Good,85
479,14.2,0.8905109489,3,0.3333333333,1,0,7.8,0.6857142857,0,0,0.7,0.3301886792,6,1,84.76530715,65.9732232,39.58878811,60.41121189,Good,60
480,10.2,0.598540146,9,1,3,0.2222222222,7.2,0.6,4,0.6666666667,0.63,0.2971698113,5,4,85.33005555,68.77669572,51.96901253,48.03098747,Neutral,48
481,7.7,0.4160583942,0,0,2,0.1111111111,5,0.2857142857,3,0.5,1.14,0.5377358491,6,2,77.72392626,31.01904183,2.304024764,97.69597524,Very Good,98
482,6.1,0.299270073,9,1,8,0.7777777778,10,1,0,0,0.71,0.3349056604,5,9,81.65307809,50.52377929,67.92475784,32.07524216,Bad,32
483,4.8,0.204379562,5,0.5555555556,6,0.5555555556,4.8,0.2571428571,1,0.1666666667,0.69,0.3254716981,7,9,82.46254375,54.54205495,50.26127627,49.73872373,Neutral,50
484,8.4,0.4671532847,1,0.1111111111,9,0.8888888889,6,0.4285714286,2,0.3333333333,0.25,0.1179245283,1,7,80.32681886,43.94008409,63.92467477,36.07532523,Bad,36
485,6.5,0.3284671533,2,0.2222222222,8,0.7777777778,4,0.1428571429,5,0.8333333333,1.05,0.4952830189,3,6,78.60512676,35.39341705,44.40554342,55.59445658,Neutral,56
486,5.2,0.2335766423,7,0.7777777778,10,1,7.3,0.6142857143,0,0,0.28,0.1320754717,6,3,83.11540104,57.78290965,84.05562879,15.94437121,Very Bad,16
487,6.7,0.3430656934,9,1,3,0.2222222222,6.7,0.5285714286,0,0,1,0.4716981132,1,7,85.31529305,68.70341309,48.62616982,51.37383018,Neutral,51
488,5.8,0.2773722628,5,0.5555555556,5,0.4444444444,7.6,0.6571428571,1,0.1666666667,0.79,0.3726415094,7,1,79.80379151,41.34371938,35.03077542,64.96922458,Good,65
489,11.4,0.6861313869,2,0.2222222222,7,0.6666666667,3.9,0.1285714286,3,0.5,0.62,0.2924528302,4,9,84.4407089,64.36188212,70.35057264,29.64942736,Bad,30
490,9.8,0.5693430657,6,0.6666666667,5,0.4444444444,8.2,0.7428571429,0,0,0.05,0.02358490566,3,4,84.98956722,67.08647461,64.73650488,35.26349512,Bad,35
491,8,0.4379562044,3,0.3333333333,8,0.7777777778,5.3,0.3285714286,0,0,0.01,0.004716981132,10,6,84.39878936,64.15378896,76.32588978,23.67411022,Bad,24
492,11,0.6569343066,8,0.8888888889,5,0.4444444444,6.3,0.4714285714,3,0.5,0.02,0.009433962264,9,6,87.87128976,81.391659,77.30674423,22.69325577,Bad,23
493,8.2,0.4525547445,4,0.4444444444,1,0,7.9,0.7,1,0.1666666667,0.56,0.2641509434,1,3,80.75783256,46.07968302,15.31471025,84.68528975,Very Good,85
494,6.3,0.3138686131,2,0.2222222222,5,0.4444444444,6.9,0.5571428571,5,0.8333333333,0.19,0.08962264151,8,4,76.76749715,26.27122361,19.21426713,80.78573287,Very Good,81
495,11,0.6569343066,1,0.1111111111,4,0.3333333333,7,0.5714285714,5,0.8333333333,0.75,0.3537735849,1,10,78.13837571,33.07641402,22.97550733,77.02449267,Good,77
496,9.1,0.5182481752,1,0.1111111111,6,0.5555555556,7.7,0.6714285714,0,0,0.93,0.4386792453,5,3,78.94522509,37.08170218,39.95622624,60.04377376,Good,60
497,5.9,0.2846715328,2,0.2222222222,3,0.2222222222,7.1,0.5857142857,3,0.5,0.07,0.03301886792,10,6,77.80670335,31.42995631,11.07070826,88.92929174,Very Good,89
498,7.6,0.4087591241,1,0.1111111111,5,0.4444444444,6,0.4285714286,0,0,0.06,0.02830188679,8,1,81.43470115,49.43973241,42.21347796,57.78652204,Neutral,58
499,6.2,0.3065693431,3,0.3333333333,2,0.1111111111,6.3,0.4714285714,6,1,0.37,0.1745283019,6,8,77.26281832,28.73005181,0.7607374033,99.2392626,Very Good,99
500,5.2,0.2335766423,1,0.1111111111,6,0.5555555556,6.8,0.5428571429,2,0.3333333333,0.23,0.108490566,7,8,77.11450257,27.99379629,26.67018404,73.32981596,Good,73
501,9.9,0.5766423358,9,1,6,0.5555555556,5.2,0.3142857143,5,0.8333333333,0.9,0.4245283019,8,9,86.2206911,73.19790758,73.34606935,26.65393065,Bad,27
502,11.8,0.7153284672,8,0.8888888889,5,0.4444444444,8,0.7142857143,6,1,0.43,0.2028301887,6,6,83.73878931,60.87747689,59.65675505,40.34324495,Neutral,40
503,5.2,0.2335766423,1,0.1111111111,6,0.5555555556,6.9,0.5571428571,4,0.6666666667,0.52,0.2452830189,6,1,75.11971371,18.09144722,16.83909689,83.16090311,Very Good,83
504,9.1,0.5182481752,8,0.8888888889,7,0.6666666667,6.6,0.5142857143,2,0.3333333333,0.78,0.3679245283,6,3,85.3742757,68.99620938,77.19671741,22.80328259,Bad,23
505,6.7,0.3430656934,5,0.5555555556,5,0.4444444444,8.3,0.7571428571,0,0,1.43,0.6745283019,5,1,79.11984531,37.94853599,33.26797874,66.73202126,Good,67
506,7,0.3649635036,0,0,1,0,6.3,0.4714285714,1,0.1666666667,0.26,0.1226415094,8,5,78.72097376,35.96849418,1.968789554,98.03121045,Very Good,98
507,6.8,0.3503649635,3,0.3333333333,8,0.7777777778,6.2,0.4571428571,5,0.8333333333,0.66,0.3113207547,2,3,77.93455709,32.06463622,44.41453033,55.58546967,Neutral,56
508,6.3,0.3138686131,0,0,4,0.3333333333,5.8,0.4,4,0.6666666667,0.4,0.1886792453,7,2,76.51730248,25.02923004,9.725198549,90.27480145,Very Good,90
509,8.1,0.4452554745,5,0.5555555556,9,0.8888888889,7,0.5714285714,2,0.3333333333,0.7,0.3301886792,4,3,81.67148257,50.61514112,71.85758663,28.14241337,Bad,28
510,6.3,0.3138686131,3,0.3333333333,10,1,7,0.5714285714,5,0.8333333333,0.92,0.4339622642,1,9,76.16474184,23.2790806,49.67668103,50.32331897,Neutral,50
511,8.5,0.4744525547,2,0.2222222222,6,0.5555555556,5.5,0.3571428571,3,0.5,0.5,0.2358490566,5,8,80.72176424,45.90063596,45.25810866,54.74189134,Neutral,55
512,7.9,0.4306569343,2,0.2222222222,1,0,6.2,0.4571428571,1,0.1666666667,1.09,0.5141509434,3,3,79.70393382,40.84801495,7.397667032,92.60233297,Very Good,93
513,7.5,0.401459854,8,0.8888888889,3,0.2222222222,5.5,0.3571428571,2,0.3333333333,0.19,0.08962264151,4,2,86.57674289,74.96538744,53.80307492,46.19692508,Neutral,46
514,6.2,0.3065693431,5,0.5555555556,3,0.2222222222,5.4,0.3428571429,3,0.5,0.76,0.358490566,7,5,81.33331847,48.93645772,26.49419053,73.50580947,Good,74
515,6.8,0.3503649635,8,0.8888888889,10,1,3.9,0.1285714286,6,1,1.43,0.6745283019,5,1,82.88807611,56.65444392,79.22974447,20.77025553,Bad,21
516,9.5,0.5474452555,4,0.4444444444,4,0.3333333333,6.2,0.4571428571,0,0,0.71,0.3349056604,4,4,84.03324261,62.33917512,50.21209418,49.78790582,Neutral,50
517,9,0.5109489051,1,0.1111111111,6,0.5555555556,3.9,0.1285714286,3,0.5,0.64,0.3018867925,1,8,81.76225934,51.06576691,48.53983338,51.46016662,Neutral,51
518,6,0.2919708029,7,0.7777777778,7,0.6666666667,5.8,0.4,2,0.3333333333,0.5,0.2358490566,6,1,83.66520069,60.51217495,65.24571149,34.75428851,Bad,35
519,8.2,0.4525547445,4,0.4444444444,10,1,5.6,0.3714285714,2,0.3333333333,0.29,0.1367924528,10,5,83.22917128,58.34767751,84.38568958,15.61431042,Very Bad,16
520,9.5,0.5474452555,1,0.1111111111,4,0.3333333333,8.1,0.7285714286,6,1,1.18,0.5566037736,6,4,74.30835492,14.06377384,4.301941444,95.69805856,Very Good,96
521,4.7,0.197080292,3,0.3333333333,6,0.5555555556,5,0.2857142857,0,0,0.19,0.08962264151,7,6,81.99326473,52.21250284,48.12760278,51.87239722,Neutral,52
522,9.1,0.5182481752,8,0.8888888889,1,0,5.4,0.3428571429,3,0.5,0.75,0.3537735849,1,7,86.13564138,72.7757115,39.28926008,60.71073992,Good,61
523,6.7,0.3430656934,3,0.3333333333,8,0.7777777778,5.9,0.4142857143,3,0.5,0.28,0.1320754717,4,9,80.254736,43.58225692,55.51386074,44.48613926,Neutral,44
524,9.1,0.5182481752,3,0.3333333333,7,0.6666666667,5.6,0.3714285714,0,0,0.09,0.04245283019,9,1,84.70790853,65.68829017,72.4363101,27.5636899,Bad,28
525,6.5,0.3284671533,1,0.1111111111,9,0.8888888889,8.6,0.8,3,0.5,1.22,0.5754716981,10,10,73.47167363,9.910396816,31.97637301,68.02362699,Good,68
526,4.4,0.1751824818,5,0.5555555556,3,0.2222222222,4.8,0.2571428571,5,0.8333333333,0.33,0.1556603774,6,4,80.18315156,43.22690397,18.57234453,81.42765547,Very Good,81
527,4.7,0.197080292,1,0.1111111111,2,0.1111111111,5.9,0.4142857143,0,0,1.23,0.5801886792,2,6,77.22465138,28.54058696,0,100,Very Good,100
528,8.1,0.4452554745,6,0.6666666667,1,0,7,0.5714285714,1,0.1666666667,0.46,0.2169811321,4,10,83.67986831,60.58498662,28.56618202,71.43381798,Good,71
529,8.5,0.4744525547,2,0.2222222222,3,0.2222222222,7.8,0.6857142857,2,0.3333333333,0.42,0.1981132075,6,7,78.91080288,36.91082657,19.48901612,80.51098388,Very Good,81
530,6.2,0.3065693431,2,0.2222222222,5,0.4444444444,5.9,0.4142857143,1,0.1666666667,0.95,0.4481132075,4,7,79.070066,37.70142605,29.22554723,70.77445277,Good,71
531,9.3,0.5328467153,4,0.4444444444,2,0.1111111111,3.6,0.08571428571,5,0.8333333333,0.21,0.09905660377,10,8,84.46874867,64.50107463,35.19602005,64.80397995,Good,65
532,4.7,0.197080292,2,0.2222222222,3,0.2222222222,6.3,0.4714285714,6,1,0.85,0.4009433962,7,10,74.37337854,14.38655817,0,100,Very Good,100
533,7.9,0.4306569343,1,0.1111111111,4,0.3333333333,8.5,0.7857142857,5,0.8333333333,0.51,0.2405660377,3,8,74.61414646,15.58175634,5.23444451,94.76555549,Very Good,95
534,5.6,0.2627737226,9,1,7,0.6666666667,6.9,0.5571428571,4,0.6666666667,0.27,0.1273584906,6,8,82.99449374,57.18271263,63.1716345,36.8283655,Bad,37
535,6.7,0.3430656934,8,0.8888888889,3,0.2222222222,6.9,0.5571428571,4,0.6666666667,0.58,0.2735849057,4,8,82.3236189,53.85241687,33.95351333,66.04648667,Good,66
536,8.1,0.4452554745,1,0.1111111111,9,0.8888888889,4.9,0.2714285714,4,0.6666666667,1.6,0.7547169811,3,8,77.48448047,29.83040686,47.92257615,52.07742385,Neutral,52
537,6.3,0.3138686131,1,0.1111111111,8,0.7777777778,4.8,0.2571428571,0,0,0.75,0.3537735849,3,6,80.55533782,45.0744771,55.15347049,44.84652951,Neutral,45
538,7.2,0.3795620438,7,0.7777777778,4,0.3333333333,6.5,0.5,3,0.5,0.47,0.2216981132,2,9,83.13105021,57.8605938,44.45087147,55.54912853,Neutral,56
539,10,0.5839416058,8,0.8888888889,1,0,4.4,0.2,5,0.8333333333,1.04,0.4905660377,3,3,86.05492969,72.37504986,38.11406448,61.88593552,Good,62
540,6.8,0.3503649635,6,0.6666666667,1,0,7.7,0.6714285714,1,0.1666666667,0.61,0.2877358491,10,6,81.64794433,50.49829477,18.45765702,81.54234298,Very Good,82
541,9.7,0.5620437956,2,0.2222222222,1,0,5.2,0.3142857143,6,1,0.6,0.2830188679,1,5,79.75185455,41.08589864,7.522567839,92.47743216,Very Good,92
542,5.7,0.2700729927,8,0.8888888889,1,0,6.5,0.5,1,0.1666666667,0.05,0.02358490566,3,8,85.05083475,67.39061327,32.95490367,67.04509633,Good,67
543,9.1,0.5182481752,2,0.2222222222,8,0.7777777778,3.7,0.1,1,0.1666666667,0.62,0.2924528302,9,4,84.32378154,63.781442,74.46805613,25.53194387,Bad,26
544,10.9,0.6496350365,4,0.4444444444,3,0.2222222222,5.9,0.4142857143,1,0.1666666667,1.02,0.4811320755,4,4,84.14642524,62.90102599,44.70466703,55.29533297,Neutral,55
545,3.1,0.0802919708,8,0.8888888889,6,0.5555555556,4.7,0.2428571429,6,1,0.08,0.03773584906,3,10,81.82023028,51.35354096,45.66597587,54.33402413,Neutral,54
546,6.4,0.3211678832,2,0.2222222222,3,0.2222222222,3,0,4,0.6666666667,1.21,0.570754717,8,10,80.03977108,42.51514763,16.74386754,83.25613246,Very Good,83
547,9.2,0.5255474453,6,0.6666666667,5,0.4444444444,7.3,0.6142857143,1,0.1666666667,0.45,0.2122641509,1,5,84.1587988,62.96244971,58.85899227,41.14100773,Neutral,41
548,7.6,0.4087591241,0,0,7,0.6666666667,9,0.8571428571,6,1,0.06,0.02830188679,5,6,73.11724084,8.150953845,18.245224,81.754776,Very Good,82
549,8.7,0.4890510949,3,0.3333333333,2,0.1111111111,8.2,0.7428571429,6,1,1,0.4716981132,1,4,75.72752802,21.10870361,0,100,Very Good,100
550,6.8,0.3503649635,3,0.3333333333,6,0.5555555556,7.5,0.6428571429,3,0.5,0.36,0.1698113208,7,2,78.34821388,34.11807352,35.00662378,64.99337622,Good,65
551,8.2,0.4525547445,6,0.6666666667,6,0.5555555556,5.9,0.4142857143,6,1,0.88,0.4150943396,5,2,80.88421771,46.70707264,46.42282645,53.57717355,Neutral,54
552,7.7,0.4160583942,7,0.7777777778,3,0.2222222222,7.7,0.6714285714,4,0.6666666667,0.35,0.1650943396,2,3,81.68433357,50.67893489,32.62987083,67.37012917,Good,67
553,10.3,0.6058394161,0,0,6,0.5555555556,8.3,0.7571428571,1,0.1666666667,0.47,0.2216981132,1,2,78.44779218,34.61239109,39.20211699,60.79788301,Good,61
554,8.5,0.4744525547,4,0.4444444444,10,1,6.7,0.5285714286,6,1,0.75,0.3537735849,7,1,78.65641533,35.64801912,63.31231651,36.68768349,Bad,37
555,8.7,0.4890510949,6,0.6666666667,10,1,4.7,0.2428571429,0,0,0.65,0.3066037736,1,8,87.05457205,77.33738336,100,0,Very Bad,0
556,7.2,0.3795620438,3,0.3333333333,5,0.4444444444,5.8,0.4,6,1,0.5,0.2358490566,3,5,78.31889088,33.97251097,26.0567415,73.9432585,Good,74
557,7,0.3649635036,3,0.3333333333,2,0.1111111111,9.1,0.8714285714,2,0.3333333333,0.06,0.02830188679,6,10,77.89833225,31.88481216,8.522248674,91.47775133,Very Good,91
558,7.1,0.3722627737,3,0.3333333333,9,0.8888888889,6.4,0.4857142857,2,0.3333333333,0.96,0.4528301887,6,1,79.35892603,39.1353587,58.70773408,41.29226592,Neutral,41
559,8.8,0.496350365,5,0.5555555556,8,0.7777777778,3,0,2,0.3333333333,0.43,0.2028301887,7,9,87.26329401,78.3735019,87.94664035,12.05335965,Very Bad,12
560,7.2,0.3795620438,6,0.6666666667,3,0.2222222222,4.3,0.1857142857,6,1,0.24,0.1132075472,1,8,83.1904093,58.15525878,34.93814311,65.06185689,Good,65
561,8.6,0.4817518248,1,0.1111111111,8,0.7777777778,5.9,0.4142857143,4,0.6666666667,0.18,0.08490566038,7,4,79.38583211,39.26892343,52.55620263,47.44379737,Neutral,47
562,12.2,0.7445255474,4,0.4444444444,9,0.8888888889,8.1,0.7285714286,1,0.1666666667,0.04,0.01886792453,2,8,84.43010124,64.30922454,90.21480928,9.785190723,Very Bad,10
563,9.7,0.5620437956,3,0.3333333333,3,0.2222222222,6.1,0.4428571429,5,0.8333333333,0.51,0.2405660377,6,10,80.44865,44.5448671,25.6255927,74.3744073,Good,74
564,7.3,0.3868613139,2,0.2222222222,3,0.2222222222,8.1,0.7285714286,5,0.8333333333,0.45,0.2122641509,8,7,75.63542955,20.65151679,2.664808512,97.33519149,Very Good,97
565,10.4,0.6131386861,6,0.6666666667,2,0.1111111111,5.7,0.3857142857,5,0.8333333333,0.2,0.09433962264,5,7,84.66831409,65.49173905,39.99676681,60.00323319,Good,60
566,7.2,0.3795620438,5,0.5555555556,8,0.7777777778,3.6,0.08571428571,4,0.6666666667,0.02,0.009433962264,10,1,84.84994808,66.39338998,75.56917037,24.43082963,Bad,24
567,3.9,0.1386861314,6,0.6666666667,10,1,5.8,0.4,3,0.5,0.47,0.2216981132,3,6,80.63340219,45.46199713,68.55387229,31.44612771,Bad,31
568,6,0.2919708029,4,0.4444444444,1,0,7,0.5714285714,0,0,0.68,0.320754717,8,4,80.62081615,45.39951862,11.73807447,88.26192553,Very Good,88
569,4.3,0.1678832117,5,0.5555555556,8,0.7777777778,6.9,0.5571428571,0,0,1.55,0.7311320755,8,10,78.7416054,36.07091189,47.62495437,52.37504563,Neutral,52
570,7.3,0.3868613139,4,0.4444444444,7,0.6666666667,4.6,0.2285714286,2,0.3333333333,0.26,0.1226415094,4,10,83.77169789,61.04083866,65.0128169,34.9871831,Bad,35
571,8,0.4379562044,6,0.6666666667,7,0.6666666667,6,0.4285714286,2,0.3333333333,1.08,0.5094339623,8,10,82.91325477,56.77943351,63.23155016,36.76844984,Bad,37
572,11.4,0.6861313869,1,0.1111111111,3,0.2222222222,10,1,6,1,0.99,0.4669811321,5,2,73.88227823,11.94868275,0,100,Very Good,100
573,8.7,0.4890510949,4,0.4444444444,1,0,4.7,0.2428571429,5,0.8333333333,0.11,0.05188679245,5,10,82.96232886,57.02304265,22.13072667,77.86927333,Good,78
574,7.6,0.4087591241,5,0.5555555556,4,0.3333333333,7.5,0.6428571429,6,1,0.6,0.2830188679,3,7,78.25710307,33.66578957,21.80167802,78.19832198,Good,78
575,9.7,0.5620437956,5,0.5555555556,9,0.8888888889,3.4,0.05714285714,5,0.8333333333,0.27,0.1273584906,7,9,85.76497225,70.93566957,88.3500611,11.6499389,Very Bad,12
576,3.6,0.1167883212,4,0.4444444444,5,0.4444444444,7.8,0.6857142857,2,0.3333333333,0.59,0.2783018868,9,5,76.7911836,26.38880572,18.64761074,81.35238926,Very Good,81
577,8.5,0.4744525547,9,1,1,0,5.2,0.3142857143,1,0.1666666667,1.25,0.5896226415,9,8,87.2050826,78.08453415,43.91279569,56.08720431,Neutral,56
578,9.5,0.5474452555,6,0.6666666667,5,0.4444444444,7.1,0.5857142857,3,0.5,0.8,0.3773584906,1,5,82.61263764,55.28713737,51.06145028,48.93854972,Neutral,49
579,5,0.2189781022,9,1,8,0.7777777778,4.6,0.2285714286,6,1,0.75,0.3537735849,1,7,82.94611525,56.94255655,65.87273824,34.12726176,Bad,34
580,10.3,0.6058394161,7,0.7777777778,8,0.7777777778,6.9,0.5571428571,3,0.5,0.28,0.1320754717,10,7,85.29517164,68.6035282,84.77234759,15.22765241,Very Bad,15
581,8.7,0.4890510949,6,0.6666666667,5,0.4444444444,5.1,0.3,3,0.5,0.24,0.1132075472,5,9,85.37101409,68.9800184,61.41224808,38.58775192,Bad,39
582,7.2,0.3795620438,4,0.4444444444,9,0.8888888889,5.4,0.3428571429,3,0.5,0.4,0.1886792453,1,3,81.85360187,51.51920117,69.82553455,30.17446545,Bad,30
583,9.3,0.5328467153,0,0,1,0,7.2,0.6,2,0.3333333333,1.1,0.5188679245,4,1,77.11966212,28.01940886,0,100,Very Good,100
584,12.5,0.7664233577,4,0.4444444444,4,0.3333333333,5.9,0.4142857143,0,0,0.26,0.1226415094,1,2,87.41493738,79.12627612,68.88177762,31.11822238,Bad,31
585,8.4,0.4671532847,9,1,3,0.2222222222,7.1,0.5857142857,2,0.3333333333,0.03,0.0141509434,2,6,86.59588145,75.06039333,56.84141631,43.15858369,Neutral,43
586,8.5,0.4744525547,1,0.1111111111,2,0.1111111111,6.2,0.4571428571,3,0.5,0.56,0.2641509434,2,10,78.91966781,36.95483305,10.58095981,89.41904019,Very Good,89
587,7.1,0.3722627737,4,0.4444444444,8,0.7777777778,6.6,0.5142857143,2,0.3333333333,0.01,0.004716981132,4,10,81.81169632,51.31117746,64.59063315,35.40936685,Bad,35
588,6.3,0.3138686131,4,0.4444444444,7,0.6666666667,7.2,0.6,3,0.5,0.1,0.04716981132,8,9,79.70556244,40.85609958,47.66649834,52.33350166,Neutral,52
589,9.7,0.5620437956,1,0.1111111111,9,0.8888888889,6,0.4285714286,4,0.6666666667,0.29,0.1367924528,2,3,79.86691894,41.6570908,62.57408027,37.42591973,Bad,37
590,6.3,0.3138686131,4,0.4444444444,2,0.1111111111,5,0.2857142857,5,0.8333333333,0.18,0.08490566038,9,10,80.73557143,45.96917632,16.34035279,83.65964721,Very Good,84
591,8.1,0.4452554745,3,0.3333333333,4,0.3333333333,5.7,0.3857142857,0,0,0.01,0.004716981132,9,2,84.0146392,62.24682576,48.38289361,51.61710639,Neutral,52
592,7,0.3649635036,0,0,6,0.5555555556,8.3,0.7571428571,4,0.6666666667,0.85,0.4009433962,2,1,73.32205193,9.1676584,11.16465658,88.83534342,Very Good,89
593,9,0.5109489051,2,0.2222222222,3,0.2222222222,6.7,0.5285714286,1,0.1666666667,0.15,0.07075471698,1,2,81.70900987,50.80143072,32.273586,67.726414,Good,68
594,8.7,0.4890510949,0,0,8,0.7777777778,5.2,0.3142857143,2,0.3333333333,0.3,0.141509434,10,3,80.47685417,44.68487567,57.08430559,42.91569441,Neutral,43
595,10.1,0.5912408759,4,0.4444444444,3,0.2222222222,7.1,0.5857142857,1,0.1666666667,0.18,0.08490566038,10,7,83.77596072,61.0619998,43.98268855,56.01731145,Neutral,56
596,7,0.3649635036,3,0.3333333333,2,0.1111111111,7.2,0.6,6,1,0.87,0.4103773585,9,2,75.87479227,21.83973938,0,100,Very Good,100
597,7.5,0.401459854,6,0.6666666667,3,0.2222222222,7.3,0.6142857143,2,0.3333333333,0.4,0.1886792453,2,5,82.34559584,53.96151283,35.21876824,64.78123176,Good,65
598,6,0.2919708029,4,0.4444444444,6,0.5555555556,5,0.2857142857,5,0.8333333333,0.27,0.1273584906,8,2,80.346782,44.0391833,40.84409424,59.15590576,Neutral,59
599,7.1,0.3722627737,9,1,2,0.1111111111,5.5,0.3571428571,4,0.6666666667,0.52,0.2452830189,3,7,85.21768614,68.21888173,40.04915367,59.95084633,Neutral,60
600,8.8,0.496350365,3,0.3333333333,8,0.7777777778,5.5,0.3571428571,5,0.8333333333,0.37,0.1745283019,1,10,80.74158092,45.9990081,58.90950348,41.09049652,Neutral,41
601,9.5,0.5474452555,1,0.1111111111,1,0,6,0.4285714286,6,1,0.75,0.3537735849,1,8,77.51967568,30.00511969,0,100,Very Good,100
